id;arraytype;datatype;arraysize;buildtime;inserttime;lookuptime;deletetime;memsize
243;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;100;0.027;0.021;0.0084;0.0107;80024
244;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;100;0.0294;0.0233;0.0088;0.0116;80024
245;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;100;0.0261;0.021;0.0084;0.0107;80024
246;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;100;0.0536;0.0219;0.0088;0.0112;80024
247;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;100;0.0476;0.021;0.0084;0.0107;80024
248;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;100;0.0289;0.0228;0.0088;0.0112;80024
249;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;100;0.055;0.0219;0.0084;0.0112;80024
250;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;100;0.0476;0.021;0.0084;0.0112;80024
251;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;100;0.1138;0.006;0.0042;0.0037;2008256
252;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;100;0.1059;0.006;0.0037;0.0046;2008256
253;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;100;0.1157;0.0065;0.0042;0.0042;2008256
254;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;100;0.0933;0.0056;0.0037;0.0037;2008256
255;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;100;0.098;0.007;0.0037;0.0046;2008256
256;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;100;0.105;0.006;0.0037;0.0037;2008256
257;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;100;0.1087;0.006;0.0037;0.0037;2008256
258;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;100;0.1008;0.006;0.0042;0.0042;2008256
259;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;100;0.0914;0.0065;0.0037;0.0042;2008256
260;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;100;0.1068;0.006;0.0037;0.0042;2008256
261;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;100;0.0238;0.0177;0.0121;0.0158;8192
262;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;100;0.0233;0.0172;0.0112;0.0144;8192
263;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;100;0.0247;0.0168;0.0112;0.0144;8192
264;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;100;0.0247;0.0168;0.0116;0.0144;8192
265;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;100;0.0242;0.0168;0.0116;0.0144;8192
266;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;100;0.0233;0.0172;0.0112;0.014;8192
267;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;100;0.0196;0.0163;0.0116;0.0144;8192
268;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;100;0.0261;0.0177;0.0121;0.0154;8192
269;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;100;0.0252;0.0168;0.0154;0.0144;8192
270;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;100;0.0242;0.0172;0.0112;0.0144;8192
271;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;300;0.084;0.0616;0.0242;0.0312;80024
272;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;300;0.0812;0.0676;0.0266;0.0345;80024
273;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;300;0.062;0.062;0.0242;0.0308;80024
274;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;300;0.069;0.0662;0.0256;0.0336;80024
275;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;300;0.0648;0.0653;0.0256;0.0317;80024
276;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;300;0.0928;0.0676;0.027;0.034;80024
277;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;300;0.0858;0.0639;0.0252;0.0322;80024
278;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;300;0.0662;0.0653;0.0256;0.0326;80024
279;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;300;0.0994;0.0723;0.0289;0.0364;80024
280;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;300;0.0835;0.0616;0.0247;0.0308;80024
281;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;300;0.2282;0.0182;0.0107;0.0112;2008256
282;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;300;0.2314;0.0228;0.0121;0.0126;2008256
283;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;300;0.2114;0.0214;0.0116;0.0116;2008256
284;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;300;0.1983;0.0214;0.0116;0.0116;2008256
285;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;300;0.1992;0.0224;0.09;0.013;2008256
286;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;300;0.1988;0.021;0.0116;0.0112;2008256
287;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;300;0.1988;0.021;0.0233;0.0112;2008256
288;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;300;0.2058;0.0224;0.0126;0.014;2008256
289;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;300;0.2095;0.0224;0.0121;0.0126;2008256
290;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;300;0.1899;0.0191;0.0116;0.0112;2008256
291;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;300;0.056;0.0532;0.0382;0.042;16384
292;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;300;0.0644;0.0574;0.0382;0.042;16384
293;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;300;0.0658;0.0588;0.0406;0.0448;16384
294;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;300;0.0975;0.0555;0.0378;0.041;16384
295;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;300;0.0662;0.0588;0.041;0.0448;16384
296;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;300;0.0625;0.0564;0.0382;0.0415;16384
297;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;300;0.0611;0.0555;0.0387;0.0415;16384
298;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;300;0.0625;0.0546;0.0382;0.042;16384
299;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;300;0.0681;0.0597;0.0406;0.0452;16384
300;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;300;0.062;0.056;0.0382;0.042;16384
301;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;1000;0.2109;0.2146;0.0844;0.1045;80024
302;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;1000;0.2072;0.2501;0.0928;0.1162;80024
303;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;1000;0.1932;0.2216;0.0868;0.1082;80024
304;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;1000;0.2618;0.2534;0.0994;0.1316;80024
305;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;1000;0.1946;0.2221;0.0868;0.1096;80024
306;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;1000;0.2179;0.2156;0.0849;0.1073;80024
307;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;1000;0.2151;0.2151;0.1885;0.1068;80024
308;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;1000;0.1871;0.2146;0.0844;0.1054;80024
309;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;1000;0.3038;0.2212;0.0868;0.1185;80024
310;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;1000;0.217;0.2609;0.0872;0.2034;80024
311;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;1000;0.5512;0.0756;0.0462;0.0644;2024640
312;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;1000;0.5105;0.07;0.0401;0.0438;2024640
313;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;1000;0.4951;0.0695;0.0392;0.0429;2024640
314;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;1000;0.5516;0.1386;0.0751;0.0508;2024640
315;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;1000;0.5082;0.0634;0.0387;0.041;2024640
316;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;1000;0.4811;0.0704;0.0392;0.0406;2024640
317;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;1000;0.4671;0.0695;0.0396;0.042;2024640
318;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;1000;0.4695;0.0676;0.0378;0.0392;2024640
319;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;1000;0.4676;0.0634;0.0387;0.0415;2024640
320;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;1000;0.4835;0.0681;0.0378;0.0401;2024640
321;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;1000;0.2123;0.2118;0.1488;0.1549;32768
322;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;1000;0.189;0.1852;0.1372;0.1395;32768
323;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;1000;0.1894;0.1899;0.1409;0.1442;32768
324;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;1000;0.1946;0.1871;0.1358;0.14;32768
325;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;1000;0.181;0.1843;0.1358;0.14;32768
326;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;1000;0.1955;0.1913;0.1362;0.1404;32768
327;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;1000;0.209;0.2137;0.1498;0.1544;32768
328;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;1000;0.2156;0.196;0.1404;0.1628;32768
329;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;1000;0.2207;0.1969;0.1409;0.1451;32768
330;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;1000;0.3682;0.336;0.2067;0.238;32768
331;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;3000;0.7738;0.2571;0.0938;0.1241;80024
332;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;3000;0.7915;0.2571;0.0933;0.1162;80024
333;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;3000;0.6478;0.2735;0.1068;0.1232;80024
334;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;3000;0.6342;0.2567;0.0947;0.1148;80024
335;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;3000;0.6758;0.2567;0.0933;0.1264;80024
336;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;3000;0.6636;0.2767;0.1022;0.1236;80024
337;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;3000;0.5913;0.2674;0.1017;0.1614;80024
338;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;3000;0.6226;0.2567;0.0938;0.1162;80024
339;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;3000;1.08;0.2567;0.0933;0.118;80024
340;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;3000;0.6706;0.2744;0.1003;0.1264;80024
341;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;3000;0.8975;0.0793;0.0438;0.063;2065600
342;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;3000;0.9077;0.0732;0.042;0.0457;2065600
343;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;3000;0.8102;0.0714;0.0448;0.0644;2065600
344;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;3000;0.8629;0.0756;0.0429;0.0494;2065600
345;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;3000;0.8802;0.0872;0.0541;0.0854;2065600
346;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;3000;0.7901;0.0718;0.0392;0.0401;2065600
347;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;3000;1.1341;0.0812;0.0415;0.1269;2065600
348;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;3000;0.8704;0.0686;0.0387;0.0415;2065600
349;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;3000;0.8265;0.0639;0.091;0.0452;2065600
350;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;3000;0.9264;0.0835;0.048;0.0723;2065600
351;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;3000;0.6408;0.2398;0.181;0.224;98304
352;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;3000;0.6249;0.2445;0.182;0.2314;98304
353;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;3000;0.953;0.2627;0.1936;0.3117;98304
354;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;3000;0.6389;0.2408;0.1787;0.2188;98304
355;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;3000;0.6207;0.2576;0.1918;0.2478;98304
356;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;3000;0.7458;0.2725;0.1824;0.2422;98304
357;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;3000;0.609;0.2403;0.181;0.2249;98304
358;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;3000;0.6884;0.2651;0.2557;0.245;98304
359;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;3000;0.6688;0.2319;0.2907;0.2156;98304
360;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;3000;0.6459;0.2552;0.1848;0.2501;98304
361;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10000;2.574;0.3332;0.1148;0.1437;160032
362;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10000;2.0858;0.5232;0.2809;0.126;160032
363;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10000;2.4517;0.3323;0.1143;0.1498;160032
364;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10000;2.2729;0.3262;0.203;0.1264;160032
365;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10000;2.4017;0.3561;0.1078;0.1493;160032
366;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10000;2.4475;0.399;0.1423;0.1708;160032
367;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10000;2.0881;0.4205;0.1176;0.1264;160032
368;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10000;2.2262;0.3024;0.104;0.1264;160032
369;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10000;2.3004;0.3122;0.1073;0.1348;160032
370;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10000;2.1735;0.5246;0.1162;0.1512;160032
371;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10000;1.795;0.0639;0.0424;0.0578;2204864
372;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10000;1.788;0.076;0.0462;0.1138;2204864
373;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10000;1.6536;0.0611;0.0387;0.0518;2204864
374;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10000;1.8496;0.0676;0.042;0.0583;2204864
375;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10000;1.7268;0.0634;0.0392;0.0457;2204864
376;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10000;1.8006;0.063;0.0392;0.0462;2204864
377;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10000;2.152;0.0877;0.0564;0.1068;2204864
378;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10000;1.8827;0.0947;0.0592;0.0975;2204864
379;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10000;1.7222;0.0742;0.0387;0.0569;2204864
380;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10000;1.7936;0.0756;0.0392;0.0513;2204864
381;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10000;2.4573;0.2333;0.2212;0.2482;327680
382;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10000;2.3406;0.2244;0.2114;0.2338;327680
383;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10000;2.271;0.3201;0.2417;0.2758;327680
384;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10000;2.2253;0.252;0.2272;0.2805;327680
385;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10000;2.1632;0.2492;0.2118;0.2338;327680
386;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10000;2.1679;0.2249;0.2104;0.2324;327680
387;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10000;2.1987;0.2487;0.2114;0.2445;327680
